name,appearance,original_habitat,modern_location,source_excerpt,source_translation,abilities,symbolism,category,mountain_location,chapter
叶,人面无臂，两足反属于头山,日月山,青海省,有神，人面无臂，两足反属于头山，名日叶,日月山上有神人面无臂，两足反属于头山,未知,神秘存在,混合形态或超自然生物,未知,山经
屏攻,左右有首,麻整氏山,甘肃省;四川省;云南省,有兽，左右有首，名日屏攻,麻整氏山上有兽左右有首,未知,双首象征,兽类,未知,大荒经
天矿,赤犬,未知,山西省;云南省,有赤犬，名上日天矿，其所下者有兵,赤犬名为天矿，出现则有战争,预示战争,战争之兆,兽类,未知,未知
比翼之鸟,白鸟，青翼，黄尾，玄喉,未知,山东省,有比翼之鸟，白鸟，青翼，黄尾，玄喉,有比翼鸟，白身青翼黄尾黑喉,比翼双飞,爱情象征,鸟类,未知,未知
夏耕之户,无首，操戈盾立,章山,湖北省;湖南省,有人无首，操戈盾立，名目夏耕之户,夏耕之户无首，操戈盾立,不死,战争与复仇,混合形态或超自然生物,未知,大荒经
鱼妇,蛇化为鱼,大荒之野,四川省;云南省,蛇乃化为鱼，是为鱼妇,蛇化为鱼，称为鱼妇,复苏,再生与变化,鱼类与水生生物,未知,大荒经
夏后开,表两青蛇，乘两龙,赤水之南，流沙之西,四川省;云南省,有人表两青蛇，乘两龙，名日夏后开,夏后开表两青蛇，乘两龙,得《九辩》与《九歌》,智慧与音乐,混合形态或超自然生物,西南,海内经
灵超,未知,互人之国,青海省,炎帝所之孙名日灵超，灵起生互人，是能上下于腾,灵超是炎帝之孙，能上下于腾,上下于腾,神秘与力量,混合形态或超自然生物,未知,海内经
名目标,人形,北方,北京市,有 人 名 目标 ， 北 方 日 名,北方有神名为目标,未知,北方之神,混合形态或超自然生物,北,未知
因因乎,神形,南方,广东省;广西壮族自治区;海南省,有 神 名 目 因 因 乎 ， 南 方 晶 因 乎,南方有神名为因因乎,未知,南方之神,混合形态或超自然生物,南,大荒南经
白民国,人形,海外西经,新疆维吾尔自治区,白 氏 之 国: 按: 经 文 白 氏 之 国 ， 宋 本 、《 藏 经 》 本 、 毛 雇 本 、 匡 任 臣 本 氏均 作 民 ， 作 民 是 也。 白 民国已 见 《 海 外 西 经 》,白民国见于海外西经,未知,白民国,混合形态或超自然生物,西,海外西经
长肥之国,人形，脚长三丈,海外西经,青海省;甘肃省;新疆维吾尔自治区,长 肥 之 国: 郭 瑛 云: 脚 长 三 丈。 都误 行 云: 肥长即 长 股 也 ， 见 《 海 外 西 经 》,长肥之国脚长三丈,未知,长股之国,混合形态或超自然生物,西,海外西经
西周之国,人形,西周,陕西省,"西周之 国 , 姬 姓: 郝 勤 行 云: 说《文 》 云: 姬 ,黄居帝姬 水 ,以 为 姓。 《史周记本 纪 》 云: 封 弃 于 分， 号目 后 委 ， 别姓 姬 氏。 《理地志 少 云: 碳 扶风 营 ， 后 生 所 封。 然经 言 则西周 之 国 ， 盖 谓 此",西周之国为姬姓,未知,西周之国,混合形态或超自然生物,西,未知
后称,神形,西方,青海省;甘肃省;宁夏回族自治区,"帝 俊生后 称: 郭 现 云: 俊 宜 为 党 , 誉 第 二 妃 生 后 称 也。 郝 就 行 云: 帝 誉 名 僚 ， 居 、 俊 疑 古 今 字 ， 不 须 依 郭 改 俊 为 党 也。 按: 后 称 本 西方 民族 所 奉祀 之 农 神 ， 而 又 附会 于 东方 民族 神话 中 ， 故 言 帝 俊生， 或 帝 党 生 也。 实 则 后 稳 之 生 ， 与 俊 、 汐 俱 无 关 ， 万 原始 母 权 制 社会 时 期 感 天 而 生 之 神话 也",后称为西方农神,未知,农神,混合形态或超自然生物,西,未知
赤国妻氏,未明确描述外貌,海内经,四川省;云南省,大比赤阴,可能是地名或人名,未知,未知,混合形态或超自然生物,未知,海内经
柜格之松,木名,山经,未知,柜格之松,一种树木,未知,未知,植物,未知,山经
澳蚌,未明确描述外貌,山经,未知,日月所出人也,日月出入的地方,未知,神话中的山,混合形态或超自然生物,西,山经
先民之国,未明确描述外貌,海外经,山东省;江苏省,海外三十六国中有天民,可能是天民之国,未知,未知,混合形态或超自然生物,未知,海外经
老童,不详,戏山,山西省;陕西省,戏山，神书童居之，其音常如钟志。,戏山上有神书童，声音如钟。,声音如钟,不详,混合形态或超自然生物,西,西次三经
虫状如芝,形状如芝,不详,山东省;江苏省,有虫状如芝，谓之虫者，自人及乌兽之属，通谓之虫。,有虫形状如芝，泛指人和鸟兽。,不详,不详,混合形态或超自然生物,不详,不详
青如狠状,青色，形状似狼,不详,未知,青如狠状，状又似狠。,青色，形状似狼。,不详,不详,兽类,不详,不详
巫爵,状如欧，色如猥,灵山,四川省;云南省,状如欧，又云如猥者，言其色，非谓状如兔，又似狠岂。,形状像欧，颜色像猥。,未知,未知,混合形态或超自然生物,西,大荒经
沃民,未知,沃之国,青海省,有沃之国,有沃民的国家。,未知,未知,混合形态或超自然生物,未知,海外经
轩辕国人,人面蛇身，尾交首上,轩辕之国,河南省,其人人面蛇身，尾交首上,轩辕国的人长着人面蛇身，尾巴盘在头上,未知,母性崇拜;神秘力量,混合形态或超自然生物,未知,海外西经
旧傅效,全似北方神昌疆，唯彼作践两青蛇为异,未知,未知,此神形状，全似北方神昌疆，唯彼作践两青蛇为异,这个神的形状很像北方神昌疆，只是他踩着两条青蛇,未知,未知,混合形态或超自然生物,未知,海外北经
重,未描述,上天,未知,重实上天,重能举上天,举上天,司天属神,混合形态或超自然生物,未知,未知
黎,未描述,下地,河南省;山东省,黎实下地,黎能抑下地,抑下地,司地属民,混合形态或超自然生物,未知,未知
嘲鸣,未描述,后土所生,河南省,后土生嘲鸣,后土生嘲鸣,未知,未知,混合形态或超自然生物,未知,海内经
青音,五色鸟，人面有发,玄丹之山,四川省;云南省,有五色之鸟，人面有发,有五色鸟，长着人脸和头发,不详,不详,鸟类,西,海外经
黄警,五色鸟，人面有发,玄丹之山,山西省;陕西省,有五色之鸟，人面有发,有五色鸟，长着人脸和头发,不详,不详,鸟类,西,海外经
咨鸟,人面，色青黄,海外西经,青海省;四川省,咨鸟、角鸟，其色青黄，所经国亡,咨鸟和角鸟，颜色青黄，经过的国家会灭亡,不详,不详,鸟类,西,海外经
角鸟,人面，色青黄,海外西经,山西省;陕西省,咨鸟、角鸟，其色青黄，所经国亡,咨鸟和角鸟，颜色青黄，经过的国家会灭亡,不详,不详,鸟类,西,海外经
天犬,赤犬,阴山,内蒙古自治区,赤犬名天犬，此自兽名,红色的狗叫天犬,预示战争,战争预兆,兽类,西,山经
陆寿,虎身九尾，人面虎爪,昆仑之丘,昆仑山脉,其神状虎身而九尾，人面而虎爪。是神也，司天之九部，及帝之辕时。,神陆寿掌管天之九部及帝之辕时。,司天之九部;掌管帝之辕时,掌管天时,混合形态或超自然生物,西,西次三经
火鼠,火中白鼠，时出山边求食,炎火之山,云南省;吉林省,火中有和白鼠，时出山边求食，人捕得之，以毛作布，今之火兴布是也。,火鼠出没于火山边，其毛可织布。,耐高温;毛可织布,火中生存,兽类,东,海内经
女祭、女藏,持鲁或持姐,海外西经,青海省;四川省;云南省,女祭、女藏，即《海外西经》之女祭、女不，盖礼神之女巫也。,女祭与女藏是礼神的女巫。,礼神;祭祀,祭祀与神职,混合形态或超自然生物,西,海外西经
寿麻,正立无影，疾呼无响,大荒北经,内蒙古自治区;山西省;河北省,寿麻正立无景，疾呼无响，爱有大暑，不可以往,寿麻站立无影，呼喊无声，炎热难耐，无法前往,正立无影;疾呼无响,异于常人的豪气,混合形态或超自然生物,北,大荒经
夏耕之尸,无首,章山,河南省;山西省,耕既立，无首,夏耕站立，无首,无首而立,不屈的精神,混合形态或超自然生物,未知,未知
吴回,无右臂,巫山,重庆市巫山县,有人名目吴回，奇左，是无右臂,吴回无右臂,火正,火神,混合形态或超自然生物,南,大荒经
三面之人,三面,未知,未知,言人头三边各有面也,人有三面,未知,奇异,混合形态或超自然生物,未知,未知
甬鸟,六首,开南明,云南省;广西壮族自治区,开南明有树鸟，六首,开南明有一种六首的鸟,未知,未知,鸟类,南,海内经
大巫山,未知,大荒之中隅,青海省;四川省,有大巫山……西南，大荒之中隅,大巫山位于大荒的西南隅,未知,未知,未知,西南,大荒经
偏句,未知,常羊之山,青海省;山西省,有偏句、常羊之山,有偏句和常羊两座山,未知,未知,未知,未知,未知
常羊,未知,常羊之山,青海省,有偏句、常羊之山,有偏句和常羊两座山,未知,未知,未知,未知,未知
两头黄色兽,两头，黄色,不周山,山西省;新疆维吾尔自治区,有两头黄色的兽看守在那里。,有两头黄色的兽守护不周山。,守护,守护神,兽类,西北,大荒经
女娲肠,肠子化成的神人,栗广的原野,河南省;山西省,有十个神人，名叫女娲肠，他们就是女娲的肠子化成神的。,女娲的肠子化成十个神人。,无,生命延续,混合形态或超自然生物,未知,大荒经
狂岛,五彩羽毛，头上有冠,未知,山东省;辽宁省;河北省,有一种五彩羽毛的马，头上有冠，名叫狂岛。,五彩羽毛的马，头上有冠，名为狂岛。,无,祥瑞,鸟类,未知,未知
皇鸟,五彩羽毛,大荒当中,青海省;甘肃省;内蒙古自治区,有三种五彩羽毛的乌: 一种叫皇鸟,五彩羽毛的鸟,未知,吉祥,鸟类,中,大荒经
凤乌,五彩羽毛,大荒当中,青海省;四川省,还有一种叫凤乌,五彩羽毛的鸟,未知,吉祥,鸟类,中,大荒经
谷效,人脸，鸟身，耳挂两条蛇，脚踩两条红蛇,西海的海岛上,青海省,西海 的 海岛 上 ， 有 一 个 神 ， 人 的 脸 ， 乌 的 身子 ， 耳 洒 上 挂 两 条 至 蛇 ， 脚 踩 两 条 红 蛇 ， 名 叫 谷 效 。,西海海岛上有一个神，人脸鸟身，耳挂两条蛇，脚踩两条红蛇，名叫谷效。,无,神秘,混合形态或超自然生物,西,大荒西经
号,人脸，无胳膊，双脚反转架在头顶,日月山,青海省,有 一 个 神 ， 人 的 脸 ， 没 有 用 膊 ， 两 具 脚 反 转 过 来 架 在 头顶 上 ， 名 字 叫 号 一 一 可 能 就 是 后 面 要 说 到 的 嘻 。,有一个神，人脸无胳膊，双脚反转架在头顶，名叫号。,无,神秘,混合形态或超自然生物,未知,大荒西经
戎宣王尸,马状无首,齐州之山,山东省,有赤兽，马状无首，名曰戎宣王尸。,有一种红色的兽，形状像马但没有头，名叫戎宣王尸。,无,不详,混合形态或超自然生物,未知,山经
苗民,有翼,西北海外，黑水之北,青海省;甘肃省,西北海外，黑水之北，有人有翼，名曰苗民。,在西北海外，黑水的北边，有一种有翼的人，名叫苗民。,飞行,不详,混合形态或超自然生物,西北,大荒经
若木,赤树，青叶赤华,衡石山、九阴山、洞野之山,湖南省;内蒙古自治区;云南省,上有赤树，青叶赤华，名曰若木。,山上有红色的树，青色的叶子，红色的花，名叫若木。,不详,不详,混合形态或超自然生物,未知,大荒经
胡不与之国,不详,不详,未知,胡不与之国,胡不与之国,不详,不详,混合形态或超自然生物,不详,不详
肃慎氏,穴居，无衣，衣猪皮，冬以膏涂体，厚数分，用却风寒。其人皆工射，号长四尺，劲强。,肃慎国,辽东地区,今肃慎国去辽东三千余里，穴居，无衣，衣猪皮，冬以膏涂体，厚数分，用却风寒。其人皆工射，号长四尺，劲强。,肃慎国位于辽东三千余里，穴居，穿猪皮，冬季用油脂涂身御寒。,工射;劲强,坚韧与生存能力,混合形态或超自然生物,未知,海外西经
琴虫,蛇类,南方,江西省;湖南省;广东省,南人以山虫为蛇，见《海外南经》。,南方人称山虫为蛇。,未知,蛇的象征,爬行与蛇类,南,海外南经
大青蛇,黄色头部的大蛇,荣山,河南省;山东省,有大青蛇，黄头，食应,有大青蛇，黄色头部，以鹿为食,食鹿,象征力量与神秘,爬行与蛇类,南,大荒南经
大桃木,巨大的桃树,度朔之山,山西省;河北省,沧海之中，度朔之山，上有大桃木，其屈蟠三千里,沧海中的度朔山上有巨大的桃树，蜿蜒三千里,无,象征长寿与神秘,混合形态或超自然生物,未知,未知
侨耳,耳大下垂至肩,未知,未知,人其耳 大 下 伐 ， 垂 在 肩 上,侨耳国的人耳朵大垂至肩,无,耳大象征,混合形态或超自然生物,未知,未知
操蛇之神,不详,不详,云南省;广西壮族自治区,操蛇之神闻之，告之于帝。,操蛇之神听到后，向天帝报告。,不详,不详,混合形态或超自然生物,未知,未知
强良,不详,不详,未知,强梁祖明共食碟死寄生。,强良与祖明共同食用碟死寄生。,不详,不详,混合形态或超自然生物,未知,未知
后土,不详,不详,未知,后土，共工氏之子句龙也。,后土是共工氏的儿子句龙。,不详,不详,混合形态或超自然生物,未知,海内经
无继子,不详,海外北经,辽宁省;山东省,无继子，食鱼。,无继子以鱼为食。,不详,不详,人类异种,北,海外北经
无肠国人,未明确描述外貌,海外北经,河北省;辽宁省,此言无肠国人乃无启国人之裔也,无肠国人是无启国人的后裔,未明确描述能力,象征神话传说的奇异,混合形态或超自然生物,北,海外经
无启国人,未明确描述外貌,海外北经,辽宁省;吉林省;黑龙江省,此言无肠国人乃无启国人之裔也,无肠国人是无启国人的后裔,未明确描述能力,象征神话传说的奇异,混合形态或超自然生物,北,海外经
黄帝女肯,秃无发,未知,未知,黄帝女肯，音如旱嫉之肯,黄帝的女儿肯，声音像旱嫉,无,黄帝的女儿,混合形态或超自然生物,未知,未知
